Provider PHIN ID,Provider,Site PHIN ID,Site,Sector,Site Profile URL,Site URL,Site Address 1,Site Address 2,Site City,Site Postcode,Site Longitude,Site Latitude,Site ODS Code,Site GOR,Provider ODS Code,Regulator,Regulator ID,Regulator Rating
PHIN-25C,Newmedica,PHIN-NEL005,Newmedica Eye Health Clinic - Grimsby,IND,https://www.phin.org.uk/profiles/hospitals/newmedica-eye-health-clinic---grimsby-92705,https://www.newmedica.co.uk/clinics/grimsby,Cromwell Road Primary Care Centre,,Grimsby,DN31 2BH,-0.107,53.567,,Yorkshire and The Humber,,CQC,,
PHIN-25C,Newmedica,PHIN-LDS032,Newmedica Eye Health Clinic - Leeds,IND,https://www.phin.org.uk/profiles/hospitals/newmedica-eye-health-clinic---leeds-94664,https://www.newmedica.co.uk/clinics/leeds,St Martin's House Medical Centre,210-212 Chapeltown Road,Leeds,LS7 4HZ,-1.532,53.822,,Yorkshire and The Humber,,CQC,,
PHIN-25C,Newmedica,PHIN-SFK035,Newmedica Eye Hospital Ipswich,IND,,,,,,IP2 0EE,1.132,52.058,,East of England,,CQC,,
PHIN-25C,Newmedica,PHIN-MDB015,Newmedica Eye Hospital Middlesbrough,IND,,,,,,TS3 6HR,-1.214,54.571,,North East,,CQC,,
PHIN-25C,Newmedica,PHIN-SOM024,Newmedica Frome,IND,,,,,,BA11 2FH,-2.311,51.237,,South West,,CQC,1-9828449985,
PHIN-25C,Newmedica,PHIN-GLS035,Newmedica Gloucester Brighouse,IND,,,,,,GL4 3RT,-2.200,51.865,,South West,,CQC,,
PHIN-25C,Newmedica,PHIN-NFK035,Newmedica Norwich Eye Health Clinic & Surgical Centre,IND,,,,,,NR7 0WG,1.372,52.629,,East of England,,CQC,,
PHIN-25C,Newmedica,PHIN-NFK034,Newmedica Norwich Eye Health Clinic & Surgical Centre,IND,,,,,,NR7 0WG,1.372,52.629,,East of England,,CQC,,
PHIN-25C,Newmedica,PHIN-SHR028,Newmedica Shrewsbury Eye Health Clinic & Surgical Centre,IND,,,,,,SY2 6FG,-2.718,52.691,,West Midlands,,CQC,,
PHIN-25C,Newmedica,PHIN-WKF006,Newmedica Wakefield Eye Health Clinic & Surgical Centre,IND,,,,,,WF1 5NX,-1.487,53.666,,Yorkshire and The Humber,,CQC,,
PHIN-32O,NHS Highland,PHIN-HLD001,Raigmore Hospital,NHS PPU,,,,,,IV2 3UJ,-4.192,57.474,,Scotland,SH9,HIS,,
PHIN-55P,NHS Lothian,PHIN-EDH002,Royal Infirmary Of Edinburgh NHS Trust,NHS PPU,,,,,,EH16 4SA,-3.136,55.922,SSC02,Scotland,SS9,HIS,,
PHIN-55P,NHS Lothian,PHIN-EDH003,Western General Hospital,NHS PPU,,,,,,EH4 2XU,-3.235,55.962,NV1G9,Scotland,SS9,HIS,,
PHIN-69Y,Norfolk And Norwich University Hospitals NHS Foundation Trust,PHIN-NFK033,Cromer Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/cromer-hospital-33731,,Cromer Hospital,Mill Road,Cromer,NR27 0BQ,1.310,52.924,RM131,East of England,RM1,CQC,,
PHIN-69Y,Norfolk And Norwich University Hospitals NHS Foundation Trust,PHIN-NFK002,Norfolk and Norwich University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/norfolk-and-norwich-university-hospital-33710,,Colney Lane,Colney,Norwich,NR4 7UY,1.221,52.618,RM102,East of England,RM1,CQC,RM102,Good
PHIN-78P,North Bristol NHS Trust,PHIN-SGC001,Frenchay Hospital,NHS PPU,,,,,,BS16 1LE,-2.529,51.496,RVJ20,South West,RVJ,CQC,RVJ20,Requires improvement
PHIN-78P,North Bristol NHS Trust,PHIN-BST001,Southmead Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/southmead-hospital-42151,http://www.nbt.nhs.uk,Southmead Road,"Westbury-On-Trym,",Bristol,BS10 5NB,-2.593,51.497,RVJ01,South West,RVJ,CQC,RVJ01,Good
PHIN-05H,North Middlesex University Hospital NHS Trust,PHIN-GRL061,North Middlesex University Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/north-middlesex-university-hospital-26335,,Sterling Way,,London,N18 1QX,-0.074,51.613,RAPNM,London,RAP,CQC,RAPNM,Requires improvement
PHIN-64U,North Tees and Hartlepool NHS Foundation Trust,PHIN-HPL001,University Hospital of Hartlepool,NHS PPU,,,,,,TS24 9AH,-1.228,54.702,RVWAA,North East,RVW,CQC,RVWAA,Good
PHIN-64U,North Tees and Hartlepool NHS Foundation Trust,PHIN-STT002,University Hospital of North Tees,NHS PPU,,,,,,TS19 8PE,-1.348,54.583,RVWAE,North East,RVW,CQC,RVWAE,Good
PHIN-99S,North West Anglia NHS Foundation Trust,PHIN-CAM005,Hinchingbrooke Hospital,NHS PPU,,,,,,PE29 6NT,-0.203,52.333,RQQ31,East of England,,CQC,RGT76,
PHIN-99S,North West Anglia NHS Foundation Trust,PHIN-PTE002,Peterborough City Hospital,NHS PPU,,,,,,PE3 9GZ,-0.280,52.585,RGN80,East of England,,CQC,RGN80,Requires improvement
PHIN-99S,North West Anglia NHS Foundation Trust,PHIN-CAM007,The Huntingdon NHS Treatment Centre,NHS PPU,,,,,,PE29 6NT,-0.203,52.333,RQQTC,East of England,,CQC,,
PHIN-49N,North West Independent Hospital,PHIN-LMV001,North West Independent Hospital,IND,,,,,,BT49 9HS,-7.017,55.045,,Northern Ireland,,RQIA,,
PHIN-59D,Northampton General Hospital NHS Trust,PHIN-NTH001,Northampton General Hospital,NHS PPU,,,,,,NN1 5BD,-0.884,52.236,RNS01,East Midlands,RNS,CQC,RNS01,Requires improvement
PHIN-20Y,Northern Devon Healthcare NHS Trust,PHIN-DEV002,North Devon District Hospital,NHS PPU,,,,,,EX31 4JB,-4.050,51.092,RBZ12,South West,RBZ,CQC,RBZ12,Requires improvement
PHIN-92Z,Northern Health and Social Care Trust,PHIN-ANT001,Antrim Area Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/antrim-area-hospital-59882,,Bush Road,,Antrim,BT41 2RL,-6.186,54.733,Z4410,Northern Ireland,ZT2,RQIA,,
PHIN-92Z,Northern Health and Social Care Trust,PHIN-CLR001,Causeway Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/causeway-hospital-59892,,4 Newbridge Road,,Coleraine,BT52 1HS,-6.651,55.125,,Northern Ireland,ZT2,RQIA,,
PHIN-92Z,Northern Health and Social Care Trust,PHIN-MFT001,Mid Ulster Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/mid-ulster-hospital-59929,,Hospital Road,,Magherafelt,BT45 5EX,-6.614,54.762,,Northern Ireland,ZT2,RQIA,,
PHIN-92Z,Northern Health and Social Care Trust,PHIN-NTA001,Whiteabbey Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/whiteabbey-hospital-59933,,Doagh Road,,Newtownabbey,BT37 9RH,-5.911,54.673,,Northern Ireland,ZT2,RQIA,,
PHIN-46F,Northern Lincolnshire and Goole NHS Foundation Trust,PHIN-NEL001,"Diana, Princess of Wales Hospital",NHS PPU,,,,,,DN33 2BA,-0.096,53.545,RJL30,Yorkshire and The Humber,RJL,CQC,,
PHIN-46F,Northern Lincolnshire and Goole NHS Foundation Trust,PHIN-ERY001,Goole and District Hospital,NHS PPU,,,,,,DN14 6RX,-0.874,53.717,RJL31,Yorkshire and The Humber,RJL,CQC,RJL31,Requires improvement
PHIN-46F,Northern Lincolnshire and Goole NHS Foundation Trust,PHIN-NLN001,Scunthorpe General Hospital,NHS PPU,,,,,,DN15 7BH,-0.668,53.588,RJL32,Yorkshire and The Humber,RJL,CQC,RJL32,Requires improvement
PHIN-22Y,Northumbria Healthcare NHS Foundation Trust,PHIN-NBL036,Alnwick Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/alnwick-infirmary-90384,,Infirmary Drive,Alnwick,Northumberland,NE66 2NS,-1.697,55.411,,North East,,CQC,,
PHIN-22Y,Northumbria Healthcare NHS Foundation Trust,PHIN-NBL037,Hexham General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/hexham-general-hospital-90385,,Corbridge Road,,Hexham,NE46 1QJ,-2.095,54.970,NV1V8,North East,,CQC,RTFDR,Outstanding
PHIN-22Y,Northumbria Healthcare NHS Foundation Trust,PHIN-NTY012,North Tyneside General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/north-tyneside-general-hospital-90387,,Rake Lane,,Tyne and Wear,NE29 8NH,-1.467,55.025,,North East,,CQC,RTFFS,Good
PHIN-22Y,Northumbria Healthcare NHS Foundation Trust,PHIN-NBL023,Northumbria Specialist Emergency Care Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/northumbria-specialist-emergency-care-hospital-40051,,Northumbria Way,,Cramlington,NE23 6NZ,-1.569,55.074,RTF86,North East,,CQC,RTF86,Good
PHIN-22Y,Northumbria Healthcare NHS Foundation Trust,PHIN-NBL038,Wansbeck General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/wansbeck-general-hospital-90386,,Wansbeck General Hospital,Woodhorn Lane,Ashington,NE63 9JJ,-1.547,55.184,,North East,,CQC,1-153773158,
PHIN-99O,Nottingham University Hospitals NHS Trust,PHIN-NGM002,Nottingham City Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/nottingham-city-hospital-46837,https://www.nuh.nhs.uk/,Hucknall Road,,Nottingham,NG5 1PB,-1.160,52.991,RX1CC,East Midlands,RX1,CQC,RX1CC,Requires improvement
PHIN-99O,Nottingham University Hospitals NHS Trust,PHIN-NGM014,Nottingham Treatment Centre,NHS PPU,,,,,,NG7 2FT,-1.182,52.942,,East Midlands,RX1,CQC,,
PHIN-99O,Nottingham University Hospitals NHS Trust,PHIN-NGM004,Queen's Medical Centre,NHS PPU,https://www.phin.org.uk/profiles/hospitals/queen's-medical-centre-46865,https://www.nuh.nhs.uk/,Derby Road,,Nottingham,NG7 2UH,-1.186,52.944,RX1RA,East Midlands,RX1,CQC,RX1RA,Requires improvement
PHIN-22E,Nuffield Health,PHIN-BMH002,Nuffield Health Bournemouth Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-bournemouth-hospital-19603,http://www.nuffieldhealth.com/hospitals/bournemouth,Nuffield Health Bournemouth Hospital,67-71 Lansdowne Road,Bournemouth,BH1 1RW,-1.870,50.730,NT202,South West,NT2,CQC,1-115574313,Requires improvement
PHIN-22E,Nuffield Health,PHIN-ESS003,Nuffield Health Brentwood Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-brentwood-hospital-19605,http://www.nuffieldhealth.com/hospitals/brentwood,Shenfield Road,,Brentwood,CM15 8EH,0.313,51.624,NT204,East of England,NT2,CQC,1-115574336,Good
PHIN-22E,Nuffield Health,PHIN-BNH004,Nuffield Health Brighton Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-brighton-hospital-19606,http://www.nuffieldhealth.com/hospitals/brighton,Warren Road,"Woodingdean,",Brighton,BN2 6DX,-0.082,50.835,NT205,South East,NT2,CQC,1-115574357,Good
PHIN-22E,Nuffield Health,PHIN-BST007,"Nuffield Health Bristol, The Chesterfield Hospital",IND,"https://www.phin.org.uk/profiles/hospitals/nuffield-health-bristol,-the-chesterfield-hospital-19607",http://www.nuffieldhealth.com/hospitals/bristol,3 Clifton Hill,Clifton,Bristol,BS8 1BN,-2.616,51.454,NT206,South West,NT2,CQC,1-918228984,Good
PHIN-22E,Nuffield Health,PHIN-CAM003,Nuffield Health Cambridge Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-cambridge-hospital-19610,http://www.nuffieldhealth.com/hospitals/cambridge,4 Trumpington Road,,Cambridge,CB2 8AF,0.124,52.190,NT209,East of England,NT2,CQC,1-115574398,Outstanding
PHIN-22E,Nuffield Health,PHIN-VGL001,Nuffield Health Cardiff Bay & Vale Hospitals,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-cardiff-bay-&-vale-hospitals-19652,http://www.nuffieldhealth.com/hospitals/vale,Nuffield Health Cardiff Bay & Vale Hospital,Hensol Castle Park,Pontyclun,CF72 8JX,-3.376,51.504,NT255,Wales,NT2,HIW,,
PHIN-22E,Nuffield Health,PHIN-GLS003,Nuffield Health Cheltenham Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-cheltenham-hospital-19612,http://www.nuffieldhealth.com/hospitals/cheltenham,Hatherley Lane,,Cheltenham,GL51 6SY,-2.130,51.892,NT211,South West,NT2,CQC,1-115574419,Good
PHIN-22E,Nuffield Health,PHIN-CHW001,"Nuffield Health Chester, The Grosvenor Hospital",IND,"https://www.phin.org.uk/profiles/hospitals/nuffield-health-chester,-the-grosvenor-hospital-19611",http://www.nuffieldhealth.com/hospitals/chester,Nuffield Health Grosvenor Hospital,Wrexham Road,Chester,CH4 7QP,-2.895,53.176,NT210,North West,NT2,CQC,1-115574737,Good
PHIN-22E,Nuffield Health,PHIN-WSX008,Nuffield Health Chichester Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-chichester-hospital-19613,http://www.nuffieldhealth.com/hospitals/chichester,78 Broyle Road,,Chichester,PO19 6WB,-0.780,50.848,NT212,South East,NT2,CQC,1-115574439,Outstanding
PHIN-22E,Nuffield Health,PHIN-DER003,Nuffield Health Derby Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-derby-hospital-19614,http://www.nuffieldhealth.com/hospitals/derby,Rykneld Road,"Littleover,",Derby,DE23 4SN,-1.530,52.894,NT213,East Midlands,NT2,CQC,1-115574458,Good
PHIN-22E,Nuffield Health,PHIN-DEV004,Nuffield Health Exeter Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-exeter-hospital-19616,http://www.nuffieldhealth.com/hospitals/exeter,Wonford Road,,Exeter,EX2 4UG,-3.511,50.716,NT215,South West,NT2,CQC,1-115574477,Good
PHIN-22E,Nuffield Health,PHIN-GLG002,Nuffield Health Glasgow Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-glasgow-hospital-59900,http://www.nuffieldhealth.com/hospitals/glasgow,25 Beaconsfield Road,,Glasgow,G12 0PJ,-4.305,55.885,G502V,Scotland,NT2,HIS,,
PHIN-22E,Nuffield Health,PHIN-SRY009,Nuffield Health Guildford Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-guildford-hospital-19617,https://www.nuffieldhealth.com/hospitals/guildford,Nuffield Health Guildford Hospital,Stirling Road,Guildford,GU2 7RF,-0.611,51.242,NT216,South East,NT2,CQC,1-115574498,Good
PHIN-22E,Nuffield Health,PHIN-WSX009,Nuffield Health Haywards Heath Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-haywards-heath-hospital-19619,http://www.nuffieldhealth.com/hospitals/haywards-heath,Burrell Road,,Haywards Heath,RH16 1UD,-0.106,51.008,NT218,South East,NT2,CQC,1-115574517,Good
PHIN-22E,Nuffield Health,PHIN-HEF001,Nuffield Health Hereford Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-hereford-hospital-19620,http://www.nuffieldhealth.com/hospitals/hereford,Venns Lane,,Hereford,HR1 1DF,-2.700,52.064,NT219,West Midlands,NT2,CQC,1-115574537,Good
PHIN-22E,Nuffield Health,PHIN-SFK002,Nuffield Health Ipswich Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-ipswich-hospital-19623,http://www.nuffieldhealth.com/hospitals/ipswich,Foxhall Road,,Ipswich,IP4 5SW,1.229,52.048,NT222,East of England,NT2,CQC,1-115574557,Good
PHIN-22E,Nuffield Health,PHIN-LDS005,Nuffield Health Leeds Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-leeds-hospital-19626,http://www.nuffieldhealth.com/hospitals/leeds,2 Leighton Street,,Leeds,LS1 3EB,-1.554,53.801,NT225,Yorkshire and The Humber,NT2,CQC,1-115574578,Outstanding
PHIN-22E,Nuffield Health,PHIN-LCE003,Nuffield Health Leicester Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-leicester-hospital-19627,http://www.nuffieldhealth.com/hospitals/leicester,Nuffield Health Leicester Hospital,Scraptoft Lane,Leicester,LE5 1HY,-1.071,52.644,NT226,East Midlands,NT2,CQC,1-115574597,Good
PHIN-22E,Nuffield Health,PHIN-NET003,Nuffield Health Newcastle Upon Tyne Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-newcastle-upon-tyne-hospital-19630,http://www.nuffieldhealth.com/hospitals/newcastle,Nuffield Health Newcastle upon Tyne Hospital,Clayton Road,Newcastle upon Tyne,NE2 1JP,-1.605,54.987,NT229,North East,NT2,CQC,1-115574618,Good
PHIN-22E,Nuffield Health,PHIN-STS002,Nuffield Health North Staffordshire Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-north-staffordshire-hospital-19631,http://www.nuffieldhealth.com/hospitals/north-staffordshire,Nuffield Health North Staffordshire Hospital,Clayton Road,Newcastle-under-Lyme,ST5 4DB,-2.223,52.987,NT230,West Midlands,NT2,CQC,1-115574639,Good
PHIN-22E,Nuffield Health,PHIN-OXF005,"Nuffield Health Oxford, The Manor Hospital",IND,"https://www.phin.org.uk/profiles/hospitals/nuffield-health-oxford,-the-manor-hospital-19641",http://www.nuffieldhealth.com/hospitals/oxford,Beech Road,"Headington,",Oxford,OX3 7RP,-1.215,51.760,NT244,South East,NT2,CQC,1-115574757,Good
PHIN-22E,Nuffield Health,PHIN-PLY003,Nuffield Health Plymouth Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-plymouth-hospital-19633,http://www.nuffieldhealth.com/hospitals/plymouth,Derriford Road,,Plymouth,PL6 8BG,-4.114,50.419,NT233,South West,NT2,CQC,1-115574658,Requires improvement
PHIN-22E,Nuffield Health,PHIN-SHR002,Nuffield Health Shrewsbury Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-shrewsbury-hospital-19634,http://www.nuffieldhealth.com/hospitals/shrewsbury,Longden Road,,Shrewsbury,SY3 9DP,-2.771,52.692,NT235,West Midlands,NT2,CQC,1-115574678,Good
PHIN-22E,Nuffield Health,PHIN-SOM003,Nuffield Health Taunton Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-taunton-hospital-19637,http://www.nuffieldhealth.com/hospitals/taunton,Staplegrove Elm,,Taunton Deane,TA2 6AN,-3.127,51.030,NT238,South West,NT2,CQC,1-115574698,Good
PHIN-22E,Nuffield Health,PHIN-STT001,Nuffield Health Tees Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-tees-hospital-19636,http://www.nuffieldhealth.com/hospitals/tees,Junction Road,,Stockton On Tees,TS20 1PX,-1.332,54.594,NT237,North East,NT2,CQC,1-115574718,Good
PHIN-22E,Nuffield Health,PHIN-KEN006,Nuffield Health Tunbridge Wells Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-tunbridge-wells-hospital-19638,http://www.nuffieldhealth.com/hospitals/tunbridge-wells,Nuffield Health Tunbridge Wells Hospital,Kingswood Road,Tunbridge Wells,TN2 4UL,0.278,51.131,NT239,South East,NT2,CQC,1-115574778,Good
PHIN-22E,Nuffield Health,PHIN-WAR002,Nuffield Health Warwickshire Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-warwickshire-hospital-19625,http://www.nuffieldhealth.com/hospitals/warwickshire,The Chase,"Old Milverton Lane,",Leamington Spa,CV32 6RW,-1.544,52.309,NT224,West Midlands,NT2,CQC,1-115574798,Good
PHIN-22E,Nuffield Health,PHIN-HAM005,Nuffield Health Wessex Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-wessex-hospital-19615,http://www.nuffieldhealth.com/hospitals/wessex,Winchester Road,,Eastleigh,SO53 2DW,-1.363,50.994,NT214,South East,NT2,CQC,1-115574818,Good
PHIN-22E,Nuffield Health,PHIN-SRY010,Nuffield Health Woking Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-woking-hospital-19639,http://www.nuffieldhealth.com/hospitals/woking,Nuffield Health Woking Hospital,Shores Road,Woking,GU21 4BY,-0.561,51.332,NT241,South East,NT2,CQC,1-115574838,Good
PHIN-22E,Nuffield Health,PHIN-WLV002,Nuffield Health Wolverhampton Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-wolverhampton-hospital-19640,http://www.nuffieldhealth.com/hospitals/wolverhampton,Wood Road,"Tettenhall,",Wolverhampton,WV6 8LE,-2.172,52.594,NT242,West Midlands,NT2,CQC,1-115574857,Good
PHIN-22E,Nuffield Health,PHIN-YOR002,Nuffield Health York Hospital,IND,https://www.phin.org.uk/profiles/hospitals/nuffield-health-york-hospital-19642,http://www.nuffieldhealth.com/hospitals/york,Nuffield Health York Hospital,Haxby Road,York,YO31 8TA,-1.075,53.974,NT245,Yorkshire and The Humber,NT2,CQC,1-115574877,Good
PHIN-35M,OCL Ltd,PHIN-GRL277,Ophthalmic Consultants of London,IND,,,,,,W1G 9TF,-0.148,51.519,,London,,CQC,,
PHIN-30G,One Health Medical Group,PHIN-GRL251,London Hammersmith Hospital One Health,IND,,,,,,W6 0LG,-0.226,51.494,,London,,CQC,,
PHIN-80Y,One Healthcare Group Ltd,PHIN-KEN012,One Ashford Hospital,IND,https://www.phin.org.uk/profiles/hospitals/one-ashford-hospital-59917,http://www.onehealthcare.co.uk/one-ashford-hospital,Kennington Road,Willesborough,Ashford,TN24 0YS,0.912,51.142,AVQ01,South East,,CQC,1-2444342125,Good
PHIN-80Y,One Healthcare Group Ltd,PHIN-HRT041,One Hatfield Hospital,IND,https://www.phin.org.uk/profiles/hospitals/one-hatfield-hospital-92504,https://www.onehealthcare.co.uk/hatfield/,One Hatfield Hospital,Hatfield Ave,Hatfield,AL10 9UA,-0.235,51.770,AVQ03,East of England,,CQC,,
PHIN-71G,One Stop Doctors ,PHIN-HRT045,One Stop Doctors,IND,,,,,,HP2 7YU,-0.431,51.765,,East of England,,CQC,,
PHIN-83E,Optegra ,PHIN-BIR012,Optegra Eye Hospital Birmingham,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-birmingham-90086,https://www.optegra.com,Optegra Eye Hospital,Aston University,Birmingham,B4 7ET,-1.890,52.485,,West Midlands,,CQC,,
PHIN-83E,Optegra ,PHIN-HAM010,Optegra Eye Hospital Hampshire,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-hampshire-90070,https://www.optegra.com,3 Fusion,1200 Parkway,Fareham,PO15 7AD,-1.248,50.876,,South East,,CQC,,
PHIN-83E,Optegra ,PHIN-GRL119,Optegra Eye Hospital London,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-london-90087,https://www.optegra.com,25 Queen Anne Street,,London,W1G 9HT,-0.147,51.518,,London,,CQC,,
PHIN-83E,Optegra ,PHIN-MAN015,Optegra Eye Hospital Manchester,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-manchester-90067,,Optegra,One Didsbury Point,Manchester,M20 2EY,-2.251,53.430,,North West,,CQC,1-201561085,Requires improvement
PHIN-83E,Optegra ,PHIN-GRL120,Optegra Eye Hospital North London,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-north-london-90088,https://www.optegra.com,6 The Technology Park,Colindeep Lane,London,NW9 6BX,-0.254,51.592,,London,,CQC,,
PHIN-83E,Optegra ,PHIN-SRY025,Optegra Eye Hospital Surrey,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-surrey-90068,https://www.optegra.com,Optegra,10 Alan Turing Road,Guildford,GU2 7YF,-0.613,51.241,,South East,,CQC,,
PHIN-83E,Optegra ,PHIN-BRD004,Optegra Eye Hospital Yorkshire,IND,https://www.phin.org.uk/profiles/hospitals/optegra-eye-hospital-yorkshire-90089,,The Yorkshire Eye Hospital,937 Harrogate Road,Bradford,BD10 0RD,-1.711,53.832,,Yorkshire and The Humber,,CQC,,
PHIN-83E,Optegra ,PHIN-LDS011,Optegra Leeds Laser Centre,IND,,,,,,LS1 2HL,-1.550,53.797,,Yorkshire and The Humber,,CQC,,
PHIN-84W,Orthoderm Clinic,PHIN-LSB002,Orthoderm Clinic,IND,https://www.phin.org.uk/profiles/hospitals/orthoderm-clinic-99307,,2 Ballynahinch Road,,Hillsborough,BT26 6AR,-6.080,54.464,,Northern Ireland,,RQIA,,
PHIN-33Q,Orthopaedics And Spine Specialist Hospital,PHIN-PTE003,Orthopaedics and Spine Specialist Hospital,IND,https://www.phin.org.uk/profiles/hospitals/orthopaedics-and-spine-specialist-hospital-18960,http://www.orthospine.co.uk,1 Stirling Way,,Peterborough,PE3 8YA,-0.283,52.605,NQM01,East of England,NQM,CQC,1-131348963,Good
PHIN-62E,Oxford University Hospitals NHS Foundation Trust,PHIN-OXF001,Churchill Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/churchill-hospital-40154,https://www.ouh.nhs.uk/privatehealthcare/,Old Road,,Oxford,OX3 7LE,-1.215,51.750,RTH02,South East,RTH,CQC,RTH02,Good
PHIN-62E,Oxford University Hospitals NHS Foundation Trust,PHIN-OXF002,Horton General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/horton-general-hospital-40156,,Oxford Road,,Banbury,OX16 9AL,-1.337,52.054,RTH05,South East,RTH,CQC,RTH05,Good
PHIN-62E,Oxford University Hospitals NHS Foundation Trust,PHIN-OXF003,John Radcliffe Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/john-radcliffe-hospital-40157,https://www.ouh.nhs.uk/privatehealthcare/,Headley Way,Headington,Oxford,OX3 9DU,-1.220,51.764,RTH08,South East,RTH,CQC,RTH08,Requires improvement
PHIN-62E,Oxford University Hospitals NHS Foundation Trust,PHIN-OXF004,Nuffield Orthopaedic Centre,NHS PPU,,,,,,OX3 7HE,-1.210,51.755,RTH03,South East,RTH,CQC,RTH03,Good
PHIN-92H,Pall Mall Medical,PHIN-SHN002,Pall Mall Newton-le-Willows,IND,https://www.phin.org.uk/profiles/hospitals/pall-mall-newton-le-willows-15179,,Belvedere Rd,,Newton Le Willows,WA12 0JJ,-2.638,53.457,NEM41,North West,,CQC,1-833413984,
PHIN-80N,Panacea,PHIN-WSX010,Panacea Medical Centre,IND,,,,,,BN11 1TT,-0.374,50.811,,South East,,CQC,,
PHIN-52E,Papworth Hospital NHS Foundation Trust,PHIN-CAM002,Papworth Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/papworth-hospital-30087,https://royalpapworth.nhs.uk/private-care,Royal Papworth Hospital,Papworth Road,Cambridge,CB2 0AY,0.136,52.173,RGM21,East of England,RGM,CQC,RGMX1,Outstanding
PHIN-37Q,Pennine Acute Hospitals NHS Trust,PHIN-BUR001,Fairfield General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/fairfield-general-hospital-44491,,Rochdale Old Road,,Bury,BL9 7TD,-2.255,53.601,RW601,North West,RW6,CQC,RW601,Outstanding
PHIN-37Q,Pennine Acute Hospitals NHS Trust,PHIN-MAN005,North Manchester General Hospital,NHS PPU,https://www.phin.org.uk/profiles/hospitals/north-manchester-general-hospital-44492,,Delaunays Road,"Crumpsall,",Manchester,M8 5RB,-2.230,53.518,RW602,North West,RW6,CQC,RW602,Requires improvement
PHIN-37Q,Pennine Acute Hospitals NHS Trust,PHIN-RCH001,Rochdale Infirmary,NHS PPU,https://www.phin.org.uk/profiles/hospitals/rochdale-infirmary-44494,,Whitehall Street,,Rochdale,OL12 0NB,-2.160,53.624,RW604,North West,RW6,CQC,RW604,Good
