_id,PracticeCode,GPPracticeName,PracticeListSize,AddressLine1,AddressLine2,AddressLine3,AddressLine4,Postcode,TelephoneNumber,PracticeType,Dispensing,HB,HSCP,DataZone,GPCluster
426,49074,Dr C Mills & Partners,3443,Dr C Mills & Partners,New Gorbals Health & Care Centre,2 Sandiefield Road,Glasgow,G5 9AB,0141 201  5111,17J,N,S08000031,S37000034,S01010034,S - Green
427,49093,Eglinton Medical Centre,2465,Eglinton Medical Centre,660 Eglinton Street,Glasgow,"",G5 9RP,0141 429  1421,17J,N,S08000031,S37000034,S01010033,S - Lilac
428,49106,Croftfoot Surgery,7134,"Drs McEvinney, McLaughlin, Levine & Doyle",44 Croftfoot Road,Glasgow,"",G44 5JT,0141 201  5130,17J,N,S08000031,S37000034,S01009989,S - Green
429,49130,"Drs McGivern, Murthy & Sinha",4160,"Drs McGivern, Murthy & Sinha",148 Battlefield Road,Glasgow,"",G42 9JT,0141 632  6310,17J,N,S08000031,S37000034,S01009901,S - Blue
430,49144,Nithsdale Merryvale Group Practice,9727,Nithsdale Merryvale Group Practice,162 Nithsdale Road,Glasgow,"",G41 5RU,0141 424  1831,17J,N,S08000031,S37000034,S01009885,S - Grey
431,49159,Drs Boardman & Partners,7162,"Drs Boardman, King, Earl & Boyd",Eastwood Health & Care Centre,Drumby Crescent,Clarkston,G76 7HN,0141 451 -0610,17J,N,S08000031,S37000011,S01008383,Eastwood 1
432,49178,Dr G Smith & Partners,5598,Dr G Smith & Partners,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8385,17J,N,S08000031,S37000034,S01009890,S - Lilac
433,49197,Sheddens Medical Practice,2476,Sheddens Medical Practice,The Sheddens Medical Practice,"5a Eaglesham Road, Clarkston",Glasgow,G76 7BU,0141 644  2356,17J,N,S08000031,S37000011,S01008377,Eastwood 2
434,49200,Drs Geddes & Partners,4891,Drs Geddes & Partners,119-123 Kilmarnock Road,Glasgow,"",G41 3YT,0141 649  6231,17J,N,S08000031,S37000034,S01009926,S - Grey
435,49214,Drs Morrice & Partners,8019,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,Glasgow,G76 7HN,0141 451 -0620,17J,N,S08000031,S37000011,S01008383,Eastwood 1
436,49248,Merrylee Medical Centre,5555,Merrylee Medical Centre,142 Clarkston Road,Glasgow,"",G44 3DH,0141 633  2345,17J,N,S08000031,S37000034,S01009955,S - Blue
437,49267,Butterbiggins Medical Centre,5116,Butterbiggins Medical Centre,134 Butterbiggins Road,Glasgow,"",G42 7AF,0141 423  1398,17C,N,S08000031,S37000034,S01010033,S - Lilac
438,49271,Shawlands Surgery,5970,"Drs Leslie, McNicol, Boyd & Stevenson",Shawlands Surgery,1413 Pollokshaws Road,Glasgow,G41 3RG,0141 632  9141,17C,N,S08000031,S37000034,S01009918,S - Grey
439,49286,Queens Park Medical Practice,2974,Queens Park Medical Practice,181 Queen's Drive,Glasgow,"",G42 8QD,0141 423  3474,17J,N,S08000031,S37000034,S01009909,S - Lilac
440,49318,Baker Street Surgery,2294,Baker Street Surgery,9 Baker Street,Glasgow,"",G41 3YA,0141 632  4962,17J,N,S08000031,S37000034,S01009924,S - Grey
441,49337,Mearns Medical Centre,13943,Mearns Medical Centre,30 Maple Avenue,Newton Mearns,Glasgow,G77 5BQ,0141 639  2753,17J,N,S08000031,S37000011,S01008343,Eastwood 2
442,49375,Dr Linda J Wright,2066,Dr Linda J Wright,Toryglen Medical Centre,20 Glenmore Avenue,Glasgow,G42 0EH,0141 647  3020,17J,N,S08000031,S37000034,S01010018,S - Blue
443,49411,The Khan Medical Surgery,1698,The Khan Medical Surgery,274 Kings Park Avenue,"",Glasgow,G44 4JE,0141 414  6900,17J,N,S08000031,S37000034,S01010001,S - Blue
444,49445,Eastwoodmains Medical Practice,4703,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,Glasgow,G76 7HN,0141 732  9996,17J,N,S08000031,S37000011,S01008383,Eastwood 1
445,49464,Broomburn Medical Centre,3009,Broomburn Medical Centre,257 Mearns Road,Newton Mearns,Glasgow,G77 5LU,0141 639  3644,17J,N,S08000031,S37000011,S01008347,Eastwood 2
446,49553,"Drs Rennie, Gallacher, Steel & Lange",5700,"Drs Rennie, Gallacher, Steel & Lange",Grantley Medical Practice,1 Grantley Street,Glasgow,G41 3PT,0141 632  4698,17J,N,S08000031,S37000034,S01009922,S - Grey
447,49568,Greenlaw Medical Practice,4816,Greenlaw Medical Practice,"Unit 3, 3 Greenlaw Place","",Newton Mearns,G77 6GR,0141 639  8833,17J,N,S08000031,S37000011,S01008331,Eastwood 2
448,49604,The Gordon Practice,6087,The Gordon Practice,New Gorbals Health & Care Centre,2 Sandiefield Road,Glasgow,G5 9AB,0141 201  5100,17J,N,S08000031,S37000034,S01010034,S - Green
449,49619,Elmwood Medical Practice,2787,Elmwood Medical Practice,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,G76 7HN,0141 732  9553,17J,N,S08000031,S37000011,S01008383,Eastwood 1
450,49623,Carolside Medical Centre,7876,Carolside Medical Centre,1/2 Carolside Gardens,Clarkston,Glasgow,G76 7BX,0141 644  3511,17J,N,S08000031,S37000011,S01008377,Eastwood 2
451,49638,The Maclean Medical Practice,8868,The Maclean Medical Practice,Eastwood Health & Care Centre,Drumby Crescent,Clarkston,G76 7HN,0141 473  0000,17J,N,S08000031,S37000011,S01008383,Eastwood 1
452,49676,Regency Medical Practice,3207,Regency Medical Practice,80 McCulloch Street,Pollokshields,Glasgow,G41 1NX,0141 800  7310,17J,N,S08000031,S37000034,S01009875,S - Lilac
453,49681,Mount Florida Medical Centre,10000,Mount Florida Medical Centre,183 Prospecthill Road,"",Glasgow,G42 9LQ,0141 632  4004,17J,N,S08000031,S37000034,S01009904,S - Blue
454,49712,Dr M. M. Sharif & Dr M. T. Saleem,1769,Dr M. M. Sharif & Dr M. T. Saleem,The Park Surgery,7 Baker Street,Glasgow,G41 3YA,0141 632  0203,17C,N,S08000031,S37000034,S01009924,S - Grey
455,49751,Castlemilk Group Practice,10274,Castlemilk Group Practice,Castlemilk Health Centre,71 Dougrie Drive,Glasgow,G45 9AW,0141 531  8585,17J,N,S08000031,S37000034,S01009980,S - Green
456,49765,The Ker Practice,10351,The Ker Practice,30 Croftfoot Road,Glasgow,"",G44 5JT,0141 471  5050,17J,N,S08000031,S37000034,S01009989,S - Green
457,49770,Kingspark Surgery,4992,Kingspark Surgery,274 Kings Park Avenue,Glasgow,"",G44 4JE,0141 632  1824,17J,N,S08000031,S37000034,S01010001,S - Blue
458,49784,Williamwood Practice,9562,Williamwood Practice,85 Seres Road,Clarkston,Glasgow,G76 7NW,0141 620  0333,17J,N,S08000031,S37000011,S01008383,Eastwood 1
459,49801,Shields Medical Practice,3954,Shields Medical Practice,80 McCulloch Street,Glasgow,"",G41 1NX,0141 800 -7320,17J,N,S08000031,S37000034,S01009875,S - Lilac
460,52005,Midlock Medical Centre,8624,Midlock Medical Centre,7 Midlock Street,Glasgow,"",G51 1SL,0141 427  4271,17J,N,S08000031,S37000034,S01009863,S - Red
461,52010,Dr MacCuish Practice,1813,Dr MacCuish Practice,59 Farne Drive,Glasgow,"",G44 5DQ,0141 637  9828,17J,N,S08000031,S37000034,S01009968,S - Blue
462,52024,Thurston Road Medical Practice,4076,Thurston Road Medical Practice,140 Thurston Road,Glasgow,"",G52 2AZ,0141 883  8838,17J,N,S08000031,S37000034,S01009832,S - Yellow
463,52039,Dr C P Fraser & Partners,5655,Dr C P Fraser & Partners,Govanhill Health Centre,233 Calder Street,Glasgow,G42 7DR,0141 531  8350,17C,N,S08000031,S37000034,S01009890,S - Lilac
464,52043,Braidcraft Medical Centre,5877,Braidcraft Medical Centre,200 Braidcraft Road,Glasgow,"",G53 5QD,0141 882  3396,17J,N,S08000031,S37000034,S01009799,S  - Pink
465,52058,The Crescent Medical Practice,5795,The Crescent Medical Practice,12 Walmer Crescent,Glasgow,"",G51 1AT,0141 427  0191,17C,N,S08000031,S37000034,S01009870,S - Red
466,52062,The David Elder Medical Practice,5334,The David Elder Medical Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8470,17J,N,S08000031,S37000034,S01009840,S - Yellow
467,52096,The Green Practice Govan,4842,The Green Practice Govan,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8460,17J,N,S08000031,S37000034,S01009840,S - Yellow
468,52109,Drs Chita & Hayes,2849,Drs Chita & Hayes,Ibroxholm Medical Centre,532 Paisley Road West,Glasgow,G51 1RN,0141 427  2504,17J,N,S08000031,S37000034,S01009873,S - Red
469,52128,Dr Ferguson & Partners,10428,Dr Ferguson & Partners,Arran GP Surgery,40 Admiral Street,Glasgow,G41 1HU,0141 429  2626,17J,N,S08000031,S37000034,S01009867,S  - Pink
470,52147,Dr Raheela Bhatti,1356,Dr Raheela Bhatti,74 Kyleakin Road,Arden,Glasgow,G46 8DH,0141 638  1464,17J,N,S08000031,S37000034,S01009762,S  - Pink
471,52151,Waverley Park Medical Practice,4607,Waverley Park Medical Practice,19 Dinmont Road,Glasgow,"",G41 3UJ,0141 632  8883,17C,N,S08000031,S37000034,S01009917,S - Grey
472,52185,Drs Mcnaughtan & O'Neill,3673,Drs Hilary Mcnaughtan & Patrick J O'Neill,Cardonald Medical Centre,1831 Paisley Road West,Glasgow,G52 3SS,0141 211  6660,17J,N,S08000031,S37000034,S01009806,S - Yellow
473,52202,"Drs Dale, Blackwood & Chambers",3874,"Drs Dale, Blackwood & Chambers",Rutland Surgery,24 Govan Road,Glasgow,G51 1HS,0141 418  1080,17J,N,S08000031,S37000034,S01009867,S - Red
474,52217,Dr Mckeeve,2018,Dr Mckeeve,Kinning Park Medical Centre(Ailsa),42 Admiral Street,Glasgow,G41 1HU,0141 429  0913,17J,N,S08000031,S37000034,S01009867,S - Red
475,52221,"Drs Quigley, Canning, Wedlock& Rosiou",5998,"Drs Quigley, Canning, Wedlock & Rosiou",Thornliebank Health Centre,20 Kennishead Road,Glasgow,G46 8NY,0141 531  6999,17J,N,S08000031,S37000011,S01008409,S  - Pink
476,52241,Dr Mair & Partners,7080,Dr Mair & Partners,1600-1604 Paisley Road West,Ibrox,Glasgow,G52 3QN,0141 882  4567,17J,N,S08000031,S37000034,S01009851,S - Yellow
477,52255,Drs McColl & McLaughlin,8123,Drs McColl & McLaughlin,Thornliebank Health Centre,20 Kennishead Road,Glasgow,G46 8NY,0141 531  6901,17J,N,S08000031,S37000011,S01008409,S  - Pink
478,52260,Dr Alam's Surgery,1558,Dr Alam's Surgery,"""Mull"", Kinning Park Medical Centre",36 Admiral Street,Glasgow,G41 1HU,0141 429  0943,17J,N,S08000031,S37000034,S01009867,S - Red
479,52293,The Peat Road Medical Practice,5439,The Peat Road Medical Practice,Pollok Health Centre,21 Cowglen Road,Glasgow,G53 6EQ,0141 531  6860,17J,N,S08000031,S37000034,S01009775,S  - Pink
480,52330,Yellow Practice,3985,Yellow Practice,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 531  8490,17J,N,S08000031,S37000034,S01009840,S - Yellow
481,52344,Crookston Medical Practice,6661,Crookston Medical Practice,230 Dalmellington Road,Crookston,Glasgow,G53 7FY,0141 883  8887,17J,N,S08000031,S37000034,S01009794,S  - Pink
482,52359,Dr K G Hardie & Partners,8686,Dr K G Hardie & Partners,Govan Health Centre,5 Drumoyne Road,Glasgow,G51 4BJ,0141 882  2222,17J,N,S08000031,S37000034,S01009840,S - Yellow
483,52400,Drs Ghaus & Khouly,5930,Drs Ghaus & Khouly,Pollok Health Centre,21 Cowglen Road,Glasgow,G53 6EQ,0141 531  6870,17J,N,S08000031,S37000034,S01009775,S  - Pink
484,52414,Drs Datta & Partners,5083,Drs Datta & Partners,Cardonald Medical Centre,1831 Paisley Road West,Glasgow,G52 3SS,0141 892  2548,17J,N,S08000031,S37000034,S01009806,S - Yellow
485,52429,Pollokshaws Medical Centre,9345,Pollokshaws Medical Centre,26 Wellgreen,Glasgow,"",G43 1RR,0141 620 4300,17J,N,S08000031,S37000034,S01009935,S - Grey
486,55003,Thurso & Halkirk Medical Practice,5992,Thurso & Halkirk Medical Practice,69 Princes Street,Thurso,Caithness,KW14 7DH,01847   895   986,17J,Y,S08000022,S37000016,S01010805,NHSH (North) Caithness
487,55041,Nairn Healthcare Group,15501,Nairn Healthcare Group,Nairn Town and County Hospital,Cawdor Road,Nairn,IV12 5EE,"",17J,N,S08000022,S37000016,S01010556,NHSH (North) Badenoch & Nairn
488,55075,Dunbeath Surgery,655,Dunbeath Surgery,Achorn Road,Dunbeath,Caithness,KW6 6EZ,01593   731   205,17J,Y,S08000022,S37000016,S01010772,NHSH (North) West Sutherland
489,55080,Canisbay & Castletown Joint Medical Practice,2900,Canisbay & Castletown Joint Medical Practice,Murrayfield,Castletown,"",KW14 8TY,01847   821   205,17J,Y,S08000022,S37000016,S01010792,NHSH (North) Caithness
490,55131,Riverview Medical Practice,7326,Riverview Medical Practice,Wick Medical Centre,Martha Terrace,Wick,KW1 5EL,01955   602   355,2C,N,S08000022,S37000016,S01010781,NHSH (North) Caithness
491,55145,The Pearson Practice,2327,The Pearson Practice,Wick Medical Centre,Martha Terrace,Wick,KW1 5EL,01955   605   885,17J,N,S08000022,S37000016,S01010781,NHSH (North) Caithness
492,55183,Armadale Medical Practice,899,Armadale Medical Practice,Armadale,Thurso,Caithness,KW14 7SA,01641   541   212,17J,Y,S08000022,S37000016,S01010811,NHSH (North) West Sutherland
493,55201,Dornoch Medical Practice,2697,Dornoch Medical Practice,Shore Road,Dornoch,Sutherland,IV25 3LS,01862   810   213,17J,N,S08000022,S37000016,S01010760,NHSH (North) East Sutherland
494,55220,Golspie Medical Practice,2006,Golspie Medical Practice,Golspie Health Centre,Fountain Road,Golspie,KW10 6TH,01408   633   221,17J,N,S08000022,S37000016,S01010770,NHSH (North) East Sutherland
495,55249,Lairg Health Centre,1171,Lairg Health Centre,Main Street,Lairg,"",IV27 4DD,01549   402   007,17J,N,S08000022,S37000016,S01010765,NHSH (North) West Sutherland
496,55253,Assynt Medical Practice,943,Assynt Medical Practice,6 Main Street,Lochinver,Sutherland,IV27 4JZ,01571   844   226,17J,Y,S08000022,S37000016,S01010813,NHSH (North) West Sutherland
497,55272,Tongue Medical Practice,526,Tongue Medical Practice,Tongue Health Centre,St Andrews Glebe,Tongue,IV27 4XB,01847   611   213,17J,Y,S08000022,S37000016,S01010811,NHSH (North) West Sutherland
498,55287,Helmsdale/Brora Med Practice,2524,Helmsdale/Brora Med Practice,Brora Health Centre,Station Square,Brora,KW9 6QJ,01431   821   225,17J,N,S08000022,S37000016,S01010767,NHSH (North) East Sutherland
499,55291,Creich Surgery,1651,Creich Surgery,Cherry Grove,Bonar Bridge,"",IV24 3EP,01863   766   379,17J,N,S08000022,S37000016,S01010763,NHSH (North) East Sutherland
500,55304,"Scourie, Kinlochbervie and Durness Medical Practice",888,"Scourie, Kinlochbervie and Durness Medical Practice",Health Centre,Kinlochbervie,Sutherland,IV27 4RP,01971   521   260,2C,Y,S08000022,S37000016,S01010815,NHSH (North) West Sutherland
501,55319,Riverbank and Lybster Medical Practice,6499,Riverbank and Lybster Medical Practice,Janet Street,Thurso,"",KW14 7AR,01847   892   027,2C,Y,S08000022,S37000016,S01010799,NHSH (North) Caithness
502,55338,Alness/Invergordon Med Prcte,13200,Alness/Invergordon Med Prcte,Robertson Health Centre,Dalmore Road,Alness,IV17 0UN,01349   882   229,2C,N,S08000022,S37000016,S01010737,NHSH (North) Ross
503,55342,Applecross Surgery,269,Applecross Surgery,Applecross,By Strathcarron,Ross And Cromarty,IV54 8LS,01520   744   252,2C,Y,S08000022,S37000016,S01010688,NHSH (North) Wester Ross
504,55357,Aultbea & Gairloch Medical Practice,2368,Aultbea & Gairloch Medical Practice,The Surgery,Birchburn,Aultbea,IV22 2HU,01445   731   221,17J,N,S08000022,S37000016,S01010694,NHSH (North) Wester Ross
505,55376,Dingwall Medical Group,11492,Dingwall Medical Group,Dingwall Health Centre,Ferry Road,Dingwall,IV15 9QS,01349   863   034,17J,N,S08000022,S37000016,S01010716,NHSH (North) Ross
506,55381,Fortrose Medical Practice,4963,Fortrose Medical Practice,Station Road,Fortrose,Ross & Cromarty,IV10 8SY,01381   622   000,17J,N,S08000022,S37000016,S01010721,NHSH (North) Black Isle Corridor
507,55395,Lochcarron Medical Partnership,959,Lochcarron Medical Partnership,The Ferguson Medical Centre,Lochcarron,Rosshire,IV54 8YD,01520   722   215,17J,Y,S08000022,S37000016,S01010689,NHSH (North) Wester Ross
508,55408,Munlochy Surgery,3420,Munlochy Surgery,Brae Terrace,Brae Terrace,Munlochy,IV8 8NG,01463   811   200,17J,Y,S08000022,S37000016,S01010724,NHSH (North) Black Isle Corridor
509,55412,Strathpeffer Medical Practice,3840,Strathpeffer Medical Practice,School Road,Strathpeffer,Ross & Cromarty,IV14 9AG,01997   421   455,17J,N,S08000022,S37000016,S01010696,NHSH (North) Black Isle Corridor
510,55427,Tain & District Med Group,3012,Tain & District Med Group,The Health Centre,Craighill Terrace,Tain,IV19 1EU,01862   892   203,17J,N,S08000022,S37000016,S01010753,NHSH (North) Ross
511,55431,Tain & Fearn Area Med Practice,5775,Tain & Fearn Area Med Practice,The Health Centre,Craighill Terrace,Tain,IV19 1EU,01862   892   759,17J,N,S08000022,S37000016,S01010753,NHSH (North) Ross
512,55446,Torridon Medical Practice,468,Torridon Medical Practice,Fassaig,Torridon,Rossshire,IV22 2EZ,01445   791   223,2C,Y,S08000022,S37000016,S01010688,NHSH (North) Wester Ross
513,55451,Ullapool Health Centre,2581,Ullapool Health Centre,North Road,Ullapool,"",IV26 2XL,01854   612   015,17J,N,S08000022,S37000016,S01010692,NHSH (North) Wester Ross
514,55521,Carbost Medical Practice,644,Carbost Medical Practice,The Surgery,Carbost,Skye And Lochalsh,IV47 8ST,01478   640   202,2C,Y,S08000022,S37000016,S01010675,NHSH (North) Skye & Lochalsh
515,55535,Dunvegan Medical Practice,1824,Dunvegan Medical Practice,Dunvegan Health Centre,Dunvegan,Isle Of Skye,IV55 8GU,01470   521   203,17J,Y,S08000022,S37000016,S01010685,NHSH (North) Skye & Lochalsh
516,55554,Glenelg Health Centre,254,Glenelg Health Centre,Allt Ruadh,Glenelg,"",IV40 8JD,01599   522   272,2C,Y,S08000022,S37000016,S01010669,NHSH (North) Skye & Lochalsh
517,55569,Kyle Medical Practice,2759,Kyle Medical Practice,Lochalsh Healthcare Centre,Station Road,Kyle Of Lochalsh,IV40 8AE,01599   534   257,17J,N,S08000022,S37000016,S01010672,NHSH (North) Skye & Lochalsh
518,55573,Portree Medical Centre,5464,Portree Medical Centre,Fancy Hill,Portree,Isle Of Skye,IV51 9BZ,01478   612   013,17J,N,S08000022,S37000016,S01010679,NHSH (North) Skye & Lochalsh
519,55605,Craig Nevis Surgery,3757,Craig Nevis Surgery,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   702   947,17J,N,S08000022,S37000016,S01010510,NHSH (North) Lochaber
520,55610,Glen Mor Medical Practice,5584,Glen Mor Medical Practice,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   703   773,17J,N,S08000022,S37000016,S01010510,NHSH (North) Lochaber
521,55624,Tweeddale Medical Practice,5151,Tweeddale Medical Practice,Fort William Health Centre,Camaghael,Fort William,PH33 7AQ,01397   703   136,17J,N,S08000022,S37000016,S01010510,NHSH (North) Lochaber
522,55639,Kinlochleven Medical Practice,922,Kinlochleven Medical Practice,Kearan Road,Kinlochleven,"",PH50 4QU,01855   831   225,17C,Y,S08000022,S37000016,S01010527,NHSH (North) Lochaber
523,55643,Lochaline Medical Practice,346,Lochaline Medical Practice,Morvern Medical Centre,Rowanbank,Lochaline,PA80 5XT,01967   421   252,17J,Y,S08000022,S37000016,S01010508,NHSH (North) Lochaber
524,55662,Acharacle Medical Practice,1389,Acharacle Medical Practice,The Pines Medical Centre,Acharacle,Argyll,PH36 4JU,01967   431   231,2C,Y,S08000022,S37000016,S01010505,NHSH (North) Lochaber
525,55677,Small Isles Medical Practice - Isle of Eigg,199,Small Isles Medical Practice - Isle of Eigg,Grianan,"",Isle Of Eigg,PH42 4RL,01687   482   427,2C,Y,S08000022,S37000016,S01010504,NHSH (North) Skye & Lochalsh
526,55696,Aird Medical Practice,3302,Aird Medical Practice,Ferry Road,Beauly,"",IV4 7EA,01463   782   214,17J,N,S08000022,S37000016,S01010661,NHSH (North) Black Isle Corridor
527,55709,Croyard Road Surgery,6175,Croyard Road Surgery,1 Croyard Road,Beauly,"",IV4 7DJ,01463   782   794,17J,N,S08000022,S37000016,S01010661,NHSH (North) Black Isle Corridor
528,55728,Drumnadrochit Medical Practice,2386,Drumnadrochit Health Centre,Lewiston,Drumnadrochit,Inverness,IV63 6UL,01456   450   577,2C,N,S08000022,S37000016,S01010666,NHSH (North) Black Isle Corridor
529,55732,Cill Chuimein Medical Centre,1544,Cill Chuimein Medical Centre,Fort William Road,Fort Augustus,Inverness-shire,PH32 4DR,01320   366   216,17J,N,S08000022,S37000016,S01010668,NHSH (North) Lochaber
530,55747,Loch Ness East And Strathnairn,1004,Loch Ness East And Strathnairn,The Medical Centre,Foyers,"",IV2 6YB,01456   486   224,17J,Y,S08000022,S37000016,S01010665,NHSH (North) Inverness C
531,55751,Culloden Surgery,6093,Culloden Surgery,Keppoch Road,Culloden,Inverness,IV2 7LL,01463   793   400,17J,N,S08000022,S37000016,S01010572,NHSH (North) Inverness A
532,55766,Culloden Medical Practice,6871,Culloden Medical Practice,Keppoch Road,Culloden,Inverness,IV2 7LL,01463   793   777,17J,N,S08000022,S37000016,S01010572,NHSH (North) Inverness C
533,55817,Kingsmills Medical Practice,9605,Kingsmills Medical Practice,18 Southside Road,Inverness,"",IV2 3BG,01463   235   245,17J,N,S08000022,S37000016,S01010628,NHSH (North) Inverness B
534,55836,Fairfield Medical Practice,6509,Fairfield Medical Practice,22a Abban Street,Inverness,"",IV3 8HH,01463   713   939,17J,N,S08000022,S37000016,S01010639,NHSH (North) Inverness C
535,55841,Riverside Medical Practice,10246,Riverside Medical Practice,Riverside Medical Centre,"Ballifeary Lane, Ness Walk",Inverness,IV3 5PW,01463   715   999,17J,N,S08000022,S37000016,S01010631,NHSH (North) Inverness B
536,55860,Kinmylies Medical Practice,3809,Kinmylies Medical Practice,Assynt Road,Inverness,"",IV3 8PB,01463   239   865,17J,N,S08000022,S37000016,S01010654,NHSH (North) Inverness A
537,55874,Southside Road Surgery,4774,Southside Road Surgery,43 Southside Road,"",Inverness,IV2 4XA,01463   710   222,17J,N,S08000022,S37000016,S01010626,NHSH (North) Inverness B
538,55889,Burnfield Medical Practice,6903,Burnfield Medical Practice,Harris Road,Inverness,"",IV2 3PF,01463   220   077,17J,N,S08000022,S37000016,S01010613,NHSH (North) Inverness A
539,55893,Crown Medical Practice,6101,Crown Medical Practice,12 Crown Avenue,Inverness,"",IV2 3NF,01463   214   450,17J,N,S08000022,S37000016,S01010629,NHSH (North) Inverness A
540,55911,Aviemore Medical Practice,5347,Aviemore Medical Practice,Aviemore Health Centre,Aviemore,Badenoch And Strathspey,PH22 1SY,01479   810   258,17J,N,S08000022,S37000016,S01010536,NHSH (North) Badenoch & Nairn
541,55925,Grantown-On-Spey Medical Practice,5408,The Health Centre,Castle Road East,Grantown-On-Spey,"",PH26 3HR,01479   872   484,17J,N,S08000022,S37000016,S01010546,NHSH (North) Badenoch & Nairn
542,55930,Kingussie Medical Practice,2988,Kingussie Medical Practice,Old Distillery Surgery,Ardvonie Park,Kingussie,PH21 1ET,01540   661    233,17J,N,S08000022,S37000016,S01010533,NHSH (North) Badenoch & Nairn
543,55944,Gergask Surgery,463,Gergask Surgery,Laggan,By Newtonmore,"",PH20 1AH,01528   544   225,17J,N,S08000022,S37000016,S01010532,NHSH (North) Badenoch & Nairn
544,56006,Cairn Medical Practice,9673,Cairn Medical Practice,15 Culduthel Road,Inverness,"",IV2 4AG,01463   712   233,17J,N,S08000022,S37000016,S01010626,NHSH (North) Inverness C
545,56011,Dunedin Medical Practice,2535,Dunedin Medical Practice,Temple Crescent,Inverness,"",IV2 4TP,01463   712   157,17J,N,S08000022,S37000016,S01010613,NHSH (North) Inverness A
546,56025,Ballachulish Medical Practice,1597,Ballachulish Medical Practice,East Laroch,Ballachulish,Argyll,PH49 4JB,01855   811   226,2C,Y,S08000022,S37000016,S01010526,NHSH (North) Lochaber
547,56030,Mallaig And Arisaig Medical Practice,1792,Mallaig And Arisaig Medical Practice,Mallaig Health Centre,Victoria Road,Mallaig,PH41 4RN,01687   462   202,2C,N,S08000022,S37000016,S01010507,NHSH (North) Lochaber
548,56523,SOUTH SKYE MEDICAL PRACTICES,2910,SOUTH SKYE MEDICAL PRACTICES,BROADFORD HEALTH CENTRE,"HIGH ROAD, BROADFORD",ISLE OF SKYE,IV49 9AA,01471   822   460,2C,Y,S08000022,S37000016,S01010673,NHSH (North) Skye & Lochalsh
549,56538,Cromarty Medical Practice,1087,Cromarty Medical Practice,Allan Square,Cromarty,Ross-shire,IV11 8YF,01381   600   224,17J,N,S08000022,S37000016,S01010731,NHSH (North) Black Isle Corridor
550,60054,Jamieson Medical Practice,14405,Jamieson Medical Practice,2 Cliffvale Road,CHRYSTON,"",G69 9DW,"",17J,N,S08000032,S37000035,S01011706,Cumbernauld North & Kilsyth
551,60073,Nalagatla Medical Practice,3890,Nalagatla Medical Practice,146 Cumbernauld Road,STEPPS,"",G33 6HA,"",17J,N,S08000032,S37000035,S01011701,Cumbernauld North & Kilsyth
552,60088,Stepps Surgery,3491,Stepps Surgery,131 Cumbernauld Road,STEPPS,"",G33 6EY,"",17J,N,S08000032,S37000035,S01011703,Cumbernauld North & Kilsyth
553,60092,The Stonelaw Practice,12940,The Stonelaw Practice,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6030,17J,N,S08000032,S37000028,S01012860,Rutherglen
554,60105,Wardlaw Medical Practice,4983,Wardlaw Medical Practice,Rutherglen Primary Care Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6020,17J,N,S08000032,S37000028,S01012860,Rutherglen
555,60110,Drs Tierney & Canning,4749,Drs Tierney & Canning,Rutherglen Primary Care Centre,"130 Stonelaw Road, Rutherglen",Glasgow,G73 2PQ,0141 613  4757,17J,N,S08000032,S37000028,S01012860,Rutherglen
556,60124,Silverbank Surgery,2745,Silverbank Surgery,Ardoch Medical Centre,6 Ardoch Grove,CAMBUSLANG,G72 8HA,0141 641  3827,17J,N,S08000032,S37000028,S01012845,Cambuslang
557,60139,Overtoun Medical Practice,4511,Overtoun Medical Practice,Rutherglen Health Centre,130 Stonelaw Road,RUTHERGLEN,G73 2PQ,0141 531  6010,17J,N,S08000032,S37000028,S01012860,Rutherglen
558,60143,North Avenue Surgery,11666,North Avenue Surgery,18 North Avenue,CAMBUSLANG,"",G72 8AT,0141 641  3037,17J,N,S08000032,S37000028,S01012845,Cambuslang
559,60158,Dr R Afuakwah,1541,Dr R Afuakwah,81 Mill Street,RUTHERGLEN,"",G73 2LD,"",17J,N,S08000032,S37000028,S01012862,Rutherglen
560,60162,Dr Oliver Frenschock,1643,Dr Oliver Frenschock,27 Main Street,CAMBUSLANG,"",G72 7EX,"",17J,N,S08000032,S37000028,S01012846,Cambuslang
561,60177,The Craigallian Avenue Practice,9237,The Craigallian Avenue Practice,11 Craigallian Avenue,CAMBUSLANG,"",G72 8RW,"",17J,N,S08000032,S37000028,S01012831,Cambuslang
